Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2024-07-10,Late Night with the Devil,2023,https://boxd.it/6QpKgb,3,,"cine, julio, malu",2024-07-09
2024-07-11,Blue Valentine,2010,https://boxd.it/6QF3oD,3.5,,l,2024-07-10
2024-07-11,A Short Film About Killing,1988,https://boxd.it/6QIsiV,4.5,,l,2024-07-10
2024-07-11,Would You Rather,2012,https://boxd.it/6QOxSL,2.5,,"tori, nathalia",2024-07-11
2024-07-12,Inside Out 2,2024,https://boxd.it/6RdSVr,3,,"nathalia, pinguas, lia 💍",2024-07-12
2024-07-14,The Village,2004,https://boxd.it/6SghYt,2.5,,l,2024-07-13
2024-07-14,Skins,2017,https://boxd.it/6ShlQv,0.5,,l,2024-07-14
2024-07-19,Scream 3,2000,https://boxd.it/6UftkV,2.5,,l,2024-07-17
2024-07-19,How to Lose a Guy in 10 Days,2003,https://boxd.it/6UsD8h,4,,"nathalia, lia seb, lia 💍",2024-07-18
2024-07-20,A Quiet Place: Day One,2024,https://boxd.it/6UMV6j,2,,ospinos,2024-07-19
2024-07-24,The Handmaiden,2016,https://boxd.it/6WOx0D,4,,"pinguas, nathalia",2024-07-24
2024-07-25,Deadpool & Wolverine,2024,https://boxd.it/6Xbp07,3,,"l, cine",2024-07-24
2024-07-27,Coraline,2009,https://boxd.it/6Y2gnH,4,Yes,l,2024-07-26
2024-07-27,The Invisible Guest,2016,https://boxd.it/6Y9mQp,4,,"lia 💍, lia seb, nathalia",2024-07-27
2024-07-28,Avengers: Endgame,2019,https://boxd.it/6YCTup,3.5,Yes,lia 💍,2024-07-28
2024-07-29,Deadpool 2,2018,https://boxd.it/6YQ1UB,2,,l,2024-07-28
2024-07-29,The Body,2012,https://boxd.it/6Z5Qv3,3.5,,"lia seb, lia 💍, joulker, pinguas",2024-07-29
2024-07-30,The Lighthouse,2019,https://boxd.it/6ZupZb,4,,"nathalia, pinguas",2024-07-29
2024-07-31,Gen V - Prime Premiere,2023,https://boxd.it/6ZNLdh,3.5,,l,2024-07-30
2024-08-02,Gonjiam: Haunted Asylum,2018,https://boxd.it/70KuvB,4,,"marquin, tori, pinguas",2024-08-01
2024-08-04,5 Centimeters per Second,2007,https://boxd.it/71kRL5,3,,l,2024-08-03
2024-08-05,Ring,1998,https://boxd.it/72ay8x,4,,"pinguas, nathalia, tori, marquin, fefelios",2024-08-05
2024-08-07,Descendants,2015,https://boxd.it/72Yfaf,2.5,,lia 💍,2024-08-07
2024-08-08,Ju-on: The Grudge,2002,https://boxd.it/73nTTf,3.5,,"marquin, tori, pinguas",2024-08-08
2024-08-10,Donnie Darko,2001,https://boxd.it/73Uxzt,3.5,,l,2024-08-08
2024-08-09,Evil Dead,2013,https://boxd.it/73MyZL,4,Yes,"pinguas, tori, marquin, fefelios",2024-08-09
2024-08-12,"I, Tonya",2017,https://boxd.it/74OCkZ,2.5,,"nathalia, pinguas",2024-08-10
2024-08-12,Donnie Darko,2001,https://boxd.it/74OUBz,4,Yes,l,2024-08-11
2024-08-12,The Blackening,2022,https://boxd.it/75csMH,3.5,,"nathalia, tori, marquin, pinguas, fefelios",2024-08-12
2024-08-14,Memento,2000,https://boxd.it/75J305,4.5,,"pinguas, nathalia, tori, marquin, fefelios",2024-08-13
2024-08-14,Socrates,1971,https://boxd.it/75Mthd,3.5,,l,2024-08-13
2024-08-14,Evil Dead Rise,2023,https://boxd.it/763ku7,2,Yes,"pinguas, nathalia, tori, marquin",2024-08-14
2024-08-15,Reflections of a Blender,2010,https://boxd.it/76hOKR,4.5,,nathalia,2024-08-14
2024-08-16,Black Swan,2010,https://boxd.it/76GW1b,5,,"l, c",2024-08-15
2024-08-16,Rise of the Planet of the Apes,2011,https://boxd.it/76UUt1,2.5,,"pinguas, nathalia, tori, gui, fefelios, marquin",2024-08-16
2024-08-17,Sound of Metal,2019,https://boxd.it/77lnYp,4,,"nathalia, tori, marquin, fefelios",2024-08-17
2024-08-18,My Fair Lady,1964,https://boxd.it/77z9Lp,3,,l,2024-08-17
2024-08-18,Alien: Romulus,2024,https://boxd.it/77Qfjb,4,,"cine, julio",2024-08-18
2024-08-19,Aliens,1986,https://boxd.it/787FiH,3.5,,l,2024-08-18
2024-08-19,Alien³,1992,https://boxd.it/78busT,2.5,,l,2024-08-18
2024-08-19,Reservoir Dogs,1992,https://boxd.it/78sfGb,4,,"pinguas, nathalia, marquin",2024-08-19
2024-08-20,Alien Resurrection,1997,https://boxd.it/78Fl4t,1.5,,l,2024-08-19
2024-08-20,Prometheus,2012,https://boxd.it/78J3hd,2.5,,marquin,2024-08-19
2024-08-20,Alien: Covenant,2017,https://boxd.it/78MKfv,3,,marquin,2024-08-19
2024-08-20,Chicago,2002,https://boxd.it/78UNnj,2.5,,"pinguas, nathalia, tori, marquin",2024-08-20
2024-08-21,Mamma Mia! Here We Go Again,2018,https://boxd.it/79aspl,3,,nathalia,2024-08-20
2024-08-21,The Babysitter,2017,https://boxd.it/79leVz,2.5,,"pinguas, nathalia, tori, marquin, fefelios",2024-08-21
2024-08-22,"Love, Death & Robots: Bad Travelling",2022,https://boxd.it/79xLyR,4,,,2024-08-21
2024-08-22,Black Mirror: The Waldo Moment,2013,https://boxd.it/79zmHD,2,,l,2024-08-21
2024-08-23,"Love, Death & Robots: Zima Blue",2019,https://boxd.it/79RZ7Z,3,,,2024-08-22
2024-08-23,Monster,2023,https://boxd.it/79TuXJ,4.5,,"l, pinguas",2024-08-22
2024-08-23,Black Mirror: Shut Up and Dance,2016,https://boxd.it/79UyTX,3.5,,l,2024-08-22
2024-08-23,Black Mirror: Hang the DJ,2017,https://boxd.it/79WuFL,4,,l,2024-08-22
2024-08-23,Black Mirror: White Bear,2013,https://boxd.it/7a4Jkz,3,,l,2024-08-22
2024-08-24,Fantastic Mr. Fox,2009,https://boxd.it/7agqYT,4.5,,l,2024-08-23
2024-08-25,Snowden,2016,https://boxd.it/7b1I5V,2,,ospinos,2024-08-24
2024-08-26,2001: A Space Odyssey,1968,https://boxd.it/7bwo83,4.5,,lia 💍,2024-08-25
2024-08-26,Challengers,2024,https://boxd.it/7bGJtL,3.5,,lia 💍,2024-08-25
2024-08-27,Black Mirror: Mazey Day,2023,https://boxd.it/7bSd9D,1,,l,2024-08-26
2024-08-27,The First Omen,2024,https://boxd.it/7bZEgZ,2,,l,2024-08-26
2024-08-31,Old,2021,https://boxd.it/7dBPfD,1.5,,l,2024-08-30
2024-09-06,Trap,2024,https://boxd.it/7gtcgX,2.5,,l,2024-09-05
2024-09-08,Black Mirror: San Junipero,2016,https://boxd.it/7hbV33,3,,l,2024-09-07
2024-09-14,Exposure,2022,https://boxd.it/7jOGMN,2.5,,l,2024-09-13
2024-09-17,The Prodigy,2019,https://boxd.it/7lvrKR,1.5,,l,2024-09-16
2024-09-18,Pawn Sacrifice,2014,https://boxd.it/7lSzIP,4,,l,2024-09-17
2024-09-18,The Shawshank Redemption,1994,https://boxd.it/7lZnzv,5,,"l, c",2024-09-17
2024-09-19,Longlegs,2024,https://boxd.it/7mjIG3,2,,"l, cine",2024-09-18
2024-09-20,The Departed,2006,https://boxd.it/7mGkxH,4.5,,l,2024-09-19
2024-09-21,Over the Garden Wall,2014,https://boxd.it/7na7wr,4,,l,2024-09-20
2024-09-21,Death Proof,2007,https://boxd.it/7ncCNn,3,,ospinos,2024-09-20
2024-09-22,The Machinist,2004,https://boxd.it/7nwiHp,4,,l,2024-09-21
2024-09-22,Cast Away,2000,https://boxd.it/7nHcTB,3.5,,ospinos,2024-09-21
2024-09-23,Catch Me If You Can,2002,https://boxd.it/7o3wiJ,4.5,Yes,ospinos,2024-09-22
2024-09-26,Speak No Evil,2024,https://boxd.it/7pmT3J,3,,"l, cine",2024-09-25
2024-10-02,The Texas Chain Saw Massacre,1974,https://boxd.it/7s88UF,3,,l,2024-10-01
2024-10-03,The Substance,2024,https://boxd.it/7srVnD,4.5,,"l, cine",2024-10-02
2024-10-04,Megan Is Missing,2011,https://boxd.it/7sZoRX,0.5,,l,2024-10-03
2024-10-09,Miss Peregrine's Home for Peculiar Children,2016,https://boxd.it/7vCSbt,3,,lia 💍,2024-10-09
2024-10-11,Special Day,2018,https://boxd.it/7wgAmj,1,,l,2024-10-10
2024-10-13,Rush,2013,https://boxd.it/7xqAMP,4,,"pinguas, lia 💍",2024-10-12
2024-10-14,May December,2023,https://boxd.it/7xOsp7,2.5,,"lia 💍, lia seb, pinguas",2024-10-13
2024-10-15,Senna,2010,https://boxd.it/7yEF5t,5,,"pinguas, lia 💍",2024-10-15
2024-10-17,Barbie as Rapunzel,2002,https://boxd.it/7zA1nN,2.5,,lia 💍,2024-10-17
2024-10-18,Smile 2,2024,https://boxd.it/7zV13l,3.5,,cine,2024-10-17
2024-10-18,Terrifier,2016,https://boxd.it/7A0Fib,2.5,Yes,l,2024-10-18
2024-10-19,Terrifier 2,2022,https://boxd.it/7AdZir,1.5,Yes,l,2024-10-18
2024-10-19,The 9th Circle,2008,https://boxd.it/7Aogz5,1.5,,l,2024-10-18
2024-10-19,All Hallows' Eve,2013,https://boxd.it/7AqvZh,1,,l,2024-10-18
2024-10-19,Terrifier,2011,https://boxd.it/7Aqxuv,2,,l,2024-10-18
2024-10-21,It's What's Inside,2024,https://boxd.it/7Bwg2P,3,,lia 💍,2024-10-20
2024-10-23,Mad God,2021,https://boxd.it/7CuxUf,3.5,,l,2024-10-22
2024-10-23,I Saw the TV Glow,2024,https://boxd.it/7CEte5,2,,lia 💍,2024-10-22
2024-10-25,Jennifer's Body,2009,https://boxd.it/7Dm3Bb,2.5,,l,2024-10-24
2024-10-25,The Platform 2,2024,https://boxd.it/7DqExX,1,,l,2024-10-24
2024-10-25,Final Destination,2000,https://boxd.it/7DuRUX,3,,l,2024-10-24
2024-10-26,First Daughter,2004,https://boxd.it/7DIH2p,3,,lia 💍,2024-10-25
2024-10-26,13 Going on 30,2004,https://boxd.it/7DZYff,2.5,,ospinos,2024-10-25
2024-10-28,Soul,2020,https://boxd.it/7ER1UB,3.5,,lia 💍,2024-10-27
2024-10-29,BlacKkKlansman,2018,https://boxd.it/7Fs5zh,4,,"pinguas, lia 💍",2024-10-28
2024-10-30,Kingsman: The Secret Service,2014,https://boxd.it/7G1k4j,3,,lia 💍,2024-10-29
2024-10-30,Olivia Rodrigo: GUTS World Tour,2024,https://boxd.it/7G4UCH,4.5,,l,2024-10-29
2024-10-31,The Wild Robot,2024,https://boxd.it/7GEfEz,4,,"l, cine",2024-10-30
2024-11-01,Ex Machina,2015,https://boxd.it/7GUamx,3.5,,lia 💍,2024-10-30
2024-11-01,Terrifier 3,2024,https://boxd.it/7H4hTX,3,,l,2024-10-31
2024-11-03,Friends with Benefits,2011,https://boxd.it/7I3oZb,2.5,,lia 💍,2024-11-01
2024-11-04,The Pool,2018,https://boxd.it/7J7lgz,0.5,,l,2024-11-01
2024-11-03,Arrival,2016,https://boxd.it/7IwUmX,4.5,Yes,lia 💍,2024-11-02
2024-11-10,We Live in Time,2024,https://boxd.it/7LA7OD,4,,"cine, julio, malu",2024-11-09
2024-11-10,I'm Still Here,2024,https://boxd.it/7LGvcF,5,,"cine, julio, malu",2024-11-09
2024-11-11,Speak No Evil,2022,https://boxd.it/7M68OD,2,,l,2024-11-10
2024-11-11,Gladiator,2000,https://boxd.it/7MbelH,4.5,,l,2024-11-10
2024-11-18,Black Panther,2018,https://boxd.it/7PH1Kb,3.5,,ospinos,2024-11-17
2024-12-09,A Nonsense Christmas with Sabrina Carpenter,2024,https://boxd.it/80y5ZP,4,,lia 💍,2024-12-09
2024-12-10,Wild Tales,2014,https://boxd.it/8115OZ,4,,lia 💍,2024-12-09
2024-12-14,Wild Tales,2014,https://boxd.it/82MGJb,4,Yes,ospinos,2024-12-13
2024-12-16,Gladiator II,2024,https://boxd.it/83PEQJ,2.5,,"ospinos, cine",2024-12-15
2024-12-17,Before Sunrise,1995,https://boxd.it/84hH2t,4,,lia 💍,2024-12-15
2024-12-17,Before Sunset,2004,https://boxd.it/84hIaN,3,,lia 💍,2024-12-16
2024-12-22,Red One,2024,https://boxd.it/87nd1J,2,,ospinos,2024-12-21
2024-12-27,I Choose to Believe,2023,https://boxd.it/8bnlmB,3.5,Yes,lia 💍,2024-12-27
2024-12-28,Trap,2024,https://boxd.it/8c2Xzl,2,Yes,ospinos,2024-12-27
2024-12-28,Lady and the Tramp,1955,https://boxd.it/8c8fRx,3.5,Yes,lia 💍,2024-12-27
2024-12-29,Bingo: The King of the Mornings,2017,https://boxd.it/8czoWF,3.5,,"pinguas, nathalia, luigimec",2024-12-28
2024-12-29,Jurassic Park,1993,https://boxd.it/8cVo2h,4,,ospinos,2024-12-28
2024-12-29,Creed,2015,https://boxd.it/8cZ9Wd,3.5,,ospinos,2024-12-28
2024-12-29,To All the Boys I've Loved Before,2018,https://boxd.it/8d51vl,2,,lia 💍,2024-12-28
2024-12-29,Olivia Rodrigo: GUTS World Tour,2024,https://boxd.it/8day19,4.5,Yes,lia 💍,2024-12-28
2024-12-30,Dune,2021,https://boxd.it/8e1oYh,4,,ospinos,2024-12-29
2025-01-01,GoodFellas,1990,https://boxd.it/8fLSsh,4.5,,l,2024-12-31
2025-01-02,Dune: Part Two,2024,https://boxd.it/8gMNUB,4.5,,ospinos,2025-01-01
2025-01-03,(500) Days of Summer,2009,https://boxd.it/8i2Zur,4.5,Yes,lia 💍,2025-01-02
2025-01-04,Nightcrawler,2014,https://boxd.it/8iPpLp,4,,ospinos,2025-01-03
2025-01-05,Sweet Girl,2021,https://boxd.it/8jWQa9,1,,ospinos,2025-01-04
2025-01-05,American Psycho,2000,https://boxd.it/8k6byz,4.5,Yes,lia 💍,2025-01-05
2025-01-06,Amateur,2018,https://boxd.it/8kYoQp,0.5,,ospinos,2025-01-05
2025-01-06,Heathers,1989,https://boxd.it/8lbRgr,2.5,,"marquin, nathalia, lia 💍, pinguas",2025-01-05
2025-03-07,ATM,2012,https://boxd.it/92HSDR,1,,l,2025-01-06
2025-01-08,Burning,2018,https://boxd.it/8mVXO1,4,,"lia 💍, nathalia, marquin, pinguas",2025-01-07
2025-01-10,The Chaser,2008,https://boxd.it/8p9Bff,4,,"pinguas, lia 💍, marquin, nathalia, namementioned",2025-01-10
2025-01-11,We Live in Time,2024,https://boxd.it/8pO1TF,3.5,Yes,lia 💍,2025-01-10
2025-01-11,Decision to Leave,2022,https://boxd.it/8q4Sb9,3.5,,"pinguas, lia 💍, marquin, luigimec, marcela, fefys",2025-01-10
2025-01-11,Grave of the Fireflies,1988,https://boxd.it/8qcpHV,4.5,,"nathalia, luigimec, marquin, fefys, lia 💍",2025-01-11
2025-01-12,Look Back,2024,https://boxd.it/8ribln,3,,"fefys, pinguas, lia 💍",2025-01-12
2025-01-12,12 Angry Men,1957,https://boxd.it/8rpmgH,5,,"pinguas, lia 💍, nathalia, fefys, luigimec, marquin",2025-01-12
2025-01-12,Incendies,2010,https://boxd.it/8rsgrF,3.5,,l,2025-01-12
2025-01-14,Conclave,2024,https://boxd.it/8sIEzT,4,,"l, cine, cine25, namementioned",2025-01-13
2025-01-14,La Haine,1995,https://boxd.it/8tao0J,4,,lia 💍,2025-01-13
2025-01-15,Anora,2024,https://boxd.it/8tY27t,3.5,,"l, cine, cine25, namementioned",2025-01-15
2025-01-16,GoodFellas,1990,https://boxd.it/8uloLB,4.5,Yes,l,2025-01-15
2025-01-16,Good Time,2017,https://boxd.it/8uJe0D,3.5,,"lia 💍, nathalia, marquin, fefys, luigimec",2025-01-16
2025-01-17,Eraserhead,1977,https://boxd.it/8vp1or,4,,"fefys, marquin, nathalia, luigimec",2025-01-16
2025-01-18,The Whale,2022,https://boxd.it/8vHNQJ,4.5,,l,2025-01-17
2025-01-18,Sausage Party,2016,https://boxd.it/8w1b0Z,3,,"lia 💍, lia seb, marquin, marcela, pinguas, nathalia, luigimec, fefelios, fefys",2025-01-17
2025-01-18,The Human Centipede (First Sequence),2009,https://boxd.it/8w5Nl5,0.5,,"nathalia, luigimec, fefelios, fefys, marquin, namementioned",2025-01-17
2025-01-19,Lady Bird,2017,https://boxd.it/8wWTDZ,2.5,,"lia 💍, namementioned",2025-01-18
2025-01-20,The Wrestler,2008,https://boxd.it/8xZA6n,3.5,,"marquin, fefys, luigimec, lia 💍",2025-01-20
2025-01-21,Megalopolis,2024,https://boxd.it/8yJWY9,0.5,,"lia 💍, pinguas, marquin, fefys",2025-01-21
2025-01-22,V for Vendetta,2005,https://boxd.it/8zmhDd,4,,"pinguas, lia 💍, marquin",2025-01-21
2025-01-24,Hoodwinked!,2005,https://boxd.it/8AjcX1,2,,"lia 💍, fefys, luigimec, furrico, nathalia",2025-01-23
2025-01-25,Nosferatu,2024,https://boxd.it/8BxRZf,3.5,,"lia 💍, tori, gui, fefys, luigimec, marquin, namementioned",2025-01-25
2025-01-26,Mufasa: The Lion King,2024,https://boxd.it/8CcSdj,3.5,,"lia 💍, cine, cine25",2025-01-25
2025-01-28,Blink Twice,2024,https://boxd.it/8E6pLn,3,,"marquin, fefys, pinguas, luigimec, namementioned",2025-01-27
2025-01-29,The Lion King,2019,https://boxd.it/8EtRTb,2.5,,l,2025-01-28
2025-02-04,The Host,2006,https://boxd.it/8Jay4F,3,,"pinguas, marquin, fefys",2025-02-04
2025-02-05,Finley,2019,https://boxd.it/8JH2aH,2,,"lia 💍, pinguas, fefys, namementioned",2025-02-04
2025-02-05,The Mist,2007,https://boxd.it/8JLxz7,3.5,,"marquin, luigimec, fefys, lia 💍, namementioned",2025-02-04
2025-02-07,Zombieland,2009,https://boxd.it/8KXi2b,3.5,Yes,"marquin, lia 💍, nathalia, fefelios, fefys, pinguas, namementioned",2025-02-07
2025-02-08,Black Mirror: Bandersnatch,2018,https://boxd.it/8LAV2x,3.5,Yes,"lia 💍, pinguas, marquin, luigimec, fefys, fefelios, nathalia",2025-02-08
2025-02-09,Midsommar,2019,https://boxd.it/8Mq7BV,4,Yes,"lia 💍, marquin, fefys, namementioned",2025-02-09
2025-02-10,InAlienable,2008,https://boxd.it/8MCojX,0.5,,l,2025-02-09
2025-02-10,The Skin I Live In,2011,https://boxd.it/8N4KE5,3.5,,l,2025-02-09
2025-02-11,Big Time Movie,2012,https://boxd.it/8Nigs7,2.5,,lia 💍,2025-02-10
2025-02-11,Silent Hill,2006,https://boxd.it/8Npu9R,2.5,,l,2025-02-10
2025-02-12,Black Mirror: White Christmas,2014,https://boxd.it/8O0eON,4,,l,2025-02-11
2025-02-12,High and Low,1963,https://boxd.it/8OgT8b,4.5,,l,2025-02-11
2025-02-13,Black Mirror: Black Museum,2017,https://boxd.it/8OANIH,3.5,,l,2025-02-12
2025-02-13,Clueless,1995,https://boxd.it/8OReL1,2,,"lia 💍, pinguas, nathalia, marquin, tori, fefys, luigimec",2025-02-13
2025-02-15,Anyone But You,2023,https://boxd.it/8Q38cx,3,,lia 💍,2025-02-15
2025-02-16,Autumn Sonata,1978,https://boxd.it/8QpyDX,4.5,,l,2025-02-15
2025-02-16,Other Side of the Box,2018,https://boxd.it/8QJLnt,1.5,Yes,,2025-02-15
2025-02-17,Cure,1997,https://boxd.it/8R5NKN,3,,"lia 💍, pinguas, nathalia, marquin, tori, fefys, luigimec",2025-02-16
2025-02-17,Booksmart,2019,https://boxd.it/8RGP65,1.5,,"lia 💍, nathalia, marquin, tori, luigimec, fefys",2025-02-17
2025-02-18,Hacksaw Ridge,2016,https://boxd.it/8SlwA3,4,,"lia 💍, namementioned",2025-02-18
2025-02-19,WHAT DID JACK DO?,2017,https://boxd.it/8SBtyl,3.5,,l,2025-02-18
2025-02-19,The Exorcist,1973,https://boxd.it/8SFa7N,4.5,,l,2025-02-18
2025-02-19,Shaun of the Dead,2004,https://boxd.it/8SWOVR,4,,"lia 💍, pinguas, nathalia, marquin, fefys, luigimec",2025-02-19
2025-02-20,Companion,2025,https://boxd.it/8TswjT,3,,"lia 💍, pinguas, marquin, fefys, luigimec, marcela, namementioned, furrico",2025-02-19
2025-02-21,The Fountain,2006,https://boxd.it/8U4PQD,3,,l,2025-02-20
2025-02-22,Good Will Hunting,1997,https://boxd.it/8Uo22f,5,,"l, c",2025-02-21
2025-02-23,The Soul Eater,2024,https://boxd.it/8VuLNB,1,,"lia 💍, nathalia, marquin, fefys, luigimec, namementioned",2025-02-22
2025-02-26,The Brutalist,2024,https://boxd.it/8X96nX,5,,l,2025-02-25
2025-02-26,A Complete Unknown,2024,https://boxd.it/8XqV55,3.5,,"lia 💍, namementioned",2025-02-26
2025-02-27,A Real Pain,2024,https://boxd.it/8XFbSb,3.5,,l,2025-02-26
2025-02-28,Flow,2024,https://boxd.it/8YtM7L,3.5,,"lia 💍, fefys, pinguas, luigimec",2025-02-27
2025-03-01,Elton John: Never Too Late,2024,https://boxd.it/8YGfXl,2.5,,l,2025-02-28
2025-03-05,The House That Jack Built,2018,https://boxd.it/91FNyJ,4.5,,l,2025-03-04
2025-03-05,Juror #2,2024,https://boxd.it/91LSyL,3,,ospinos,2025-03-04
2025-03-05,"The French Dispatch of the Liberty, Kansas Evening Sun",2021,https://boxd.it/91Qx3H,3.5,,lia 💍,2025-03-04
2025-03-06,The Wonderful Story of Henry Sugar,2023,https://boxd.it/92jsar,3.5,,l,2025-03-05
2025-03-07,Poison,2023,https://boxd.it/92ElID,3.5,,l,2025-03-06
2025-03-07,The Rat Catcher,2023,https://boxd.it/92KgXP,3,,l,2025-03-06
2025-03-08,Mickey 17,2025,https://boxd.it/93sDPH,3.5,,"ospinos, cine, cine25, namementioned",2025-03-07
2025-03-09,Anatomy of a Fall,2023,https://boxd.it/93SUbr,5,Yes,ospinos,2025-03-08
2025-03-13,El Camino: A Breaking Bad Movie,2019,https://boxd.it/96GGAl,3.5,,l,2025-03-12
2025-03-14,The Pianist,2002,https://boxd.it/97b8q9,4.5,,l,2025-03-13
2025-03-15,Funny Games,1997,https://boxd.it/97zLFv,4,,l,2025-03-14
2025-03-22,Mainstream Sellout Live From Cleveland: The Pink Era,2023,https://boxd.it/9bXben,3,Yes,l,2025-03-17
2025-03-22,Downfalls High,2021,https://boxd.it/9c8Quj,3,Yes,lia 💍,2025-03-23
2025-03-27,Olivia Rodrigo: GUTS World Tour,2024,https://boxd.it/9f61cL,4,Yes,"l, cine25",2025-03-27
2025-04-07,Final Destination 2,2003,https://boxd.it/9kTjXj,2,,l,2025-04-05
2025-04-13,The Wild Robot,2024,https://boxd.it/9oyMZR,4,Yes,ospinos,2025-04-10
2025-04-21,Scary Movie,2000,https://boxd.it/9sZTTr,3,,l,2025-04-19
2025-05-05,Catch Me If You Can,2002,https://boxd.it/9BxQq7,4.5,Yes,ospinos,2025-05-03
2025-05-13,Scary Movie 3,2003,https://boxd.it/9G0NvH,1.5,,l,2025-05-09
2025-05-17,Uncut Gems,2019,https://boxd.it/9Ip1Oz,3.5,,ospinos,2025-05-16
2025-05-18,The Shawshank Redemption,1994,https://boxd.it/9IZQ8r,5,Yes,ospinos,2025-05-17
2025-05-24,Fear Street: Prom Queen,2025,https://boxd.it/9MHVxL,0.5,,l,2025-05-23
2025-06-01,WHAT DID JACK DO?,2017,https://boxd.it/9Rs6Ln,4,Yes,lia 💍,2025-05-31
2025-06-04,Kung Fu Panda 2,2011,https://boxd.it/9TxOJD,4,Yes,l,2025-06-03
2025-06-15,Saw III,2006,https://boxd.it/a0ws9J,3.5,Yes,,2025-06-05
2025-06-07,Mamma Mia!,2008,https://boxd.it/9VlPFB,4,Yes,lia 💍,2025-06-06
2025-06-08,Mission: Impossible – Dead Reckoning,2023,https://boxd.it/9VYBTR,2.5,,ospinos,2025-06-07
2025-06-13,Pulp Fiction,1994,https://boxd.it/9ZbKG1,5,Yes,lia 💍,2025-06-12
2025-06-14,O Rei do Cagaço,1977,https://boxd.it/9ZRkyT,0.5,,,2025-06-13
2025-06-15,Pulp Fiction,1994,https://boxd.it/a0wdwD,5,Yes,ospinos,2025-06-14
2025-06-25,28 Days Later,2002,https://boxd.it/a6NqRx,4,,l,2025-06-19
2025-06-20,Whiplash,2014,https://boxd.it/a3AkwF,4.5,Yes,"ospinos, namementioned",2025-06-24
2025-06-25,28 Weeks Later,2007,https://boxd.it/a6Sgm5,1.5,,l,2025-06-24
2025-06-28,In the Mood for Love,2000,https://boxd.it/a8VmmT,4,,"luigimec, fefys, lia 💍",2025-06-27
2025-06-29,A Charlie Brown Valentine,2002,https://boxd.it/a9G1Pf,2,,lia 💍,2025-06-29
2025-07-01,Chungking Express,1994,https://boxd.it/aaDljL,4,,lia 💍,2025-06-30
2025-07-02,Antichrist,2009,https://boxd.it/abA8kf,4,,l,2025-07-01
2025-07-03,Melancholia,2011,https://boxd.it/acfsgp,4,,"l, namementioned",2025-07-02
2025-07-04,Nymphomaniac: Vol. I,2013,https://boxd.it/acDQIF,3,,l,2025-07-02
2025-07-04,F1,2025,https://boxd.it/ad23mP,4,,"l, namementioned, cine25, cine",2025-07-03
2025-07-05,Sinners,2025,https://boxd.it/adlVnv,4,,l,2025-07-04
2025-07-07,Mirage,2018,https://boxd.it/afgUqL,3,,"lia 💍, namementioned",2025-07-06
2025-07-08,God's Crooked Lines,2022,https://boxd.it/afYkVB,2.5,,"lia 💍, namementioned",2025-07-07
2025-07-11,Source Code,2011,https://boxd.it/aieVsr,3.5,,"l, namementioned",2025-07-11
2025-07-12,The Seventh Seal,1957,https://boxd.it/aijclv,5,,"l, namementioned",2025-07-11
2025-07-12,Superman,2025,https://boxd.it/aiQIk1,3.5,,"cine, cine25, julio, namementioned",2025-07-11
2025-07-14,28 Years Later,2025,https://boxd.it/akhZKX,3,,l,2025-07-13
2025-07-14,Dead Poets Society,1989,https://boxd.it/akrBAp,3.5,,"fefys, pinguas, namementioned, lia 💍",2025-07-13
2025-07-16,Perfect Days,2023,https://boxd.it/alUPnV,5,,"lia 💍, c",2025-07-15
2025-07-18,The Hateful Eight,2015,https://boxd.it/amWHwX,4.5,,l,2025-07-17
2025-07-19,The Worst Person in the World,2021,https://boxd.it/anNhE3,4,,l,2025-07-18
2025-07-19,The Guilty,2021,https://boxd.it/anRoRB,3,,l,2025-07-18
2025-07-19,The Godfather,1972,https://boxd.it/ao3SPp,5,,"luigimec, fefelios, tori, namementioned",2025-07-18
2025-07-20,One Day,2011,https://boxd.it/aoQP15,4,,lia 💍,2025-07-19
2025-07-21,Jurassic World: Fallen Kingdom,2018,https://boxd.it/apiT0B,2,Yes,ospinos,2025-07-20
2025-07-21,The Human Centipede 2 (Full Sequence),2011,https://boxd.it/apocUj,1,,l,2025-07-20
2025-07-22,Detachment,2011,https://boxd.it/aqi2u3,4,,l,2025-07-21
2025-07-23,Asteroid City,2023,https://boxd.it/arogDf,2.5,,"l, namementioned",2025-07-22
2025-07-23,The Swan,2023,https://boxd.it/aroLb7,3,,l,2025-07-22
2025-07-24,The Cloverfield Paradox,2018,https://boxd.it/arMKdJ,1,,l,2025-07-23
2025-07-25,Man of Steel,2013,https://boxd.it/asrrn3,2.5,Yes,l,2025-07-24
2025-07-25,Batman Begins,2005,https://boxd.it/asz19P,4,Yes,l,2025-07-24
2025-07-25,The Dark Knight,2008,https://boxd.it/asOKlr,5,Yes,"namementioned, l",2025-07-24
2025-07-25,The Godfather Part II,1974,https://boxd.it/asZRN5,5,,"pinguas, luigimec",2025-07-24
2025-07-26,The Dark Knight Rises,2012,https://boxd.it/atlImj,4.5,Yes,l,2025-07-25
2025-07-26,The Batman,2022,https://boxd.it/atAHib,5,Yes,"l, namementioned",2025-07-25
2025-07-27,Four Weddings and a Funeral,1994,https://boxd.it/auKroL,2.5,,lia 💍,2025-07-27
2025-07-28,Bring Her Back,2025,https://boxd.it/avvpA5,4,,"l, namementioned",2025-07-27
